,Rank,Country,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year
570,62,Ukraine,102.3,32.7,51.1,51.0,27.9,14.3,37.4,66.6,70.7,2019
571,63,Hong Kong,100.9,69.3,80.7,67.3,78.1,49.4,41.0,66.4,83.6,2019
572,64,Brazil,100.3,37.4,29.8,54.6,42.8,18.7,43.4,57.7,95.3,2019
573,65,China,97.9,69.0,54.5,64.0,39.2,29.1,42.5,81.9,78.9,2019
574,66,Sri Lanka,95.3,27.3,59.0,72.3,30.2,26.3,51.9,57.7,59.1,2019
575,67,Philippines,90.7,29.5,59.2,65.9,35.1,21.8,44.1,74.5,60.2,2019
576,68,Vietnam,88.8,33.3,51.2,54.5,37.7,19.7,28.3,87.1,71.2,2019
577,69,Kazakhstan,87.2,38.8,33.5,51.3,29.8,11.5,29.8,74.3,39.8,2019
578,70,Iran,87.0,37.7,50.7,51.2,35.8,16.9,48.4,79.3,71.0,2019
579,71,Egypt,84.0,23.7,49.3,44.2,26.5,13.6,49.2,86.5,92.0,2019
580,1,Denmark,196.5,110.7,75.3,79.2,83.9,7.5,29.6,20.8,82.3,2019/2
581,2,Switzerland,196.1,127.8,78.8,73.2,122.7,9.1,29.1,21.3,79.2,2019/2
582,3,Finland,195.1,108.8,77.3,75.3,72.2,7.9,30.6,11.6,62.8,2019/2
583,4,Australia,189.7,118.1,57.3,76.8,73.4,7.7,35.7,23.2,94.2,2019/2
584,5,Iceland,188.1,92.0,76.8,65.7,97.2,6.4,19.5,15.7,68.8,2019/2
585,6,Austria,187.8,89.9,76.8,79.5,72.1,10.6,25.4,21.8,80.4,2019/2
586,7,Netherlands,186.4,98.0,71.5,75.6,75.2,7.5,29.4,27.3,87.6,2019/2
587,8,Germany,184.3,112.0,65.4,73.6,66.6,9.4,30.4,28.4,82.8,2019/2
588,9,New Zealand,183.1,97.6,59.1,73.7,73.0,8.5,30.7,23.5,95.5,2019/2
589,10,Sweden,180.5,112.7,52.8,69.4,70.1,9.6,30.0,17.4,73.6,2019/2
590,11,Norway,179.8,98.0,66.5,74.4,104.5,8.6,27.2,20.3,71.4,2019/2
591,12,Estonia,178.3,76.8,77.8,68.5,51.0,9.1,25.5,19.9,64.3,2019/2
592,13,United States,176.8,119.1,53.3,69.2,70.9,3.5,32.7,35.7,76.7,2019/2
593,14,Japan,176.5,97.6,84.1,80.5,85.5,12.8,38.6,36.8,85.3,2019/2
594,15,Spain,173.6,79.8,68.9,78.4,54.7,9.5,29.3,39.2,94.5,2019/2
595,16,Slovenia,172.3,68.2,78.0,63.7,54.2,10.6,26.7,23.2,76.1,2019/2
596,17,Canada,169.4,105.0,60.5,71.3,68.2,7.9,33.6,27.7,55.8,2019/2
597,18,United Kingdom,166.7,100.5,56.4,74.9,65.3,9.8,34.8,40.6,87.7,2019/2
598,19,Croatia,164.7,57.2,75.8,65.6,50.0,12.7,29.9,29.1,89.0,2019/2
599,20,Portugal,164.4,53.6,69.9,71.6,50.8,13.0,29.2,30.6,97.5,2019/2
600,21,Qatar,164.3,119.3,88.0,73.2,62.2,5.8,31.1,61.6,36.0,2019/2
601,22,Belgium,160.8,93.2,57.5,78.3,73.1,6.9,34.6,50.5,86.0,2019/2
602,23,Czech Republic,160.4,71.2,74.0,74.5,45.7,14.4,29.7,40.1,77.1,2019/2
603,24,Lithuania,159.0,60.4,65.2,68.8,45.4,11.0,26.3,29.8,69.9,2019/2
604,25,Ireland,158.3,90.8,53.8,51.4,76.3,7.1,36.5,33.0,88.6,2019/2
605,26,United Arab Emirates,158.3,100.5,84.5,66.1,63.6,5.4,37.2,53.0,45.2,2019/2
606,27,France,156.1,87.7,53.5,78.3,74.6,13.7,34.6,42.9,89.8,2019/2
607,28,Slovakia,154.5,61.8,70.8,60.5,44.6,10.1,28.4,40.6,78.1,2019/2
608,29,Latvia,153.6,56.6,63.4,63.7,49.6,8.7,31.1,32.9,74.7,2019/2
609,30,Cyprus,152.7,67.3,70.4,52.1,58.4,8.0,21.1,54.2,90.9,2019/2
610,31,Israel,152.3,86.0,69.3,73.0,79.5,13.5,35.4,56.9,93.8,2019/2
611,32,Saudi Arabia,151.8,110.9,71.8,60.0,48.7,2.8,29.1,66.1,41.4,2019/2
612,33,South Korea,151.2,99.1,70.8,83.6,75.2,16.2,39.6,54.8,68.4,2019/2
613,34,Taiwan,146.6,74.2,83.8,86.9,58.8,23.2,32.0,64.2,84.4,2019/2
614,35,Singapore,146.1,88.8,72.3,71.1,80.2,23.1,41.3,32.1,57.5,2019/2
615,36,Poland,145.9,66.1,70.3,62.5,39.4,10.9,31.7,52.9,75.9,2019/2
616,37,Italy,143.8,73.4,55.7,66.6,69.0,9.4,34.9,55.0,91.3,2019/2
617,38,Belarus,137.9,42.9,75.2,58.9,33.0,14.3,30.3,43.8,64.4,2019/2
618,39,South Africa,135.7,81.3,23.0,63.3,43.7,3.8,39.9,56.2,96.0,2019/2
619,40,Romania,135.7,54.2,72.2,55.0,36.1,11.2,34.8,56.5,77.6,2019/2
620,41,Greece,135.6,48.5,60.7,55.5,56.7,10.0,33.4,52.5,92.9,2019/2
621,42,Hungary,133.1,53.8,64.6,47.6,41.7,12.5,35.8,47.6,79.5,2019/2
622,43,Bulgaria,130.3,51.0,60.7,55.1,37.4,9.0,29.0,63.6,81.2,2019/2
623,44,Ecuador,128.1,40.8,51.1,70.8,42.0,12.0,38.2,56.6,92.6,2019/2
624,45,Uruguay,127.0,39.8,47.7,66.1,54.9,15.8,40.4,45.6,98.0,2019/2
625,46,Turkey,126.5,44.4,60.1,69.9,35.7,8.9,44.5,68.6,93.3,2019/2
626,47,Chile,123.8,51.4,52.9,65.2,49.2,13.3,35.6,65.1,90.2,2019/2
627,48,Bosnia And Herzegovina,122.6,46.5,56.4,52.3,36.2,12.7,26.8,63.5,80.5,2019/2
628,49,Mexico,122.4,47.0,47.5,69.4,34.3,10.0,38.2,66.9,87.5,2019/2
629,50,Argentina,121.0,52.0,37.0,69.8,38.7,19.5,42.1,51.9,98.3,2019/2
630,51,Malaysia,120.4,70.4,39.3,67.8,39.5,9.7,36.6,62.9,57.9,2019/2
631,52,Georgia,118.4,30.2,79.8,51.7,27.8,13.6,36.5,71.6,84.2,2019/2
632,53,Serbia,117.7,37.9,62.4,52.0,36.3,19.4,30.2,58.6,83.2,2019/2
633,54,India,115.4,61.7,57.6,68.2,25.1,11.3,46.2,75.6,65.8,2019/2
634,55,Jordan,110.7,37.3,57.1,65.4,55.4,8.7,43.5,78.9,89.0,2019/2
635,56,North Macedonia,110.4,40.2,60.8,57.3,32.3,13.3,29.0,80.1,76.3,2019/2
636,57,Lebanon,110.1,50.7,56.6,64.7,59.7,13.5,36.1,87.7,94.7,2019/2
637,58,Panama,110.0,39.0,54.5,59.9,53.0,12.8,37.3,64.0,67.8,2019/2
638,59,Colombia,109.9,34.6,47.5,67.6,30.3,19.5,45.3,62.6,96.7,2019/2
639,60,Pakistan,105.8,36.1,55.4,60.5,18.6,14.1,38.0,74.8,73.0,2019/2
640,61,Thailand,104.5,39.9,58.7,78.4,49.9,21.7,38.5,74.0,69.4,2019/2
641,62,Russia,104.1,43.7,58.3,57.6,38.6,11.1,45.3,63.5,42.8,2019/2
642,63,Brazil,103.9,36.3,30.5,55.6,42.6,16.8,42.3,56.1,94.3,2019/2
643,64,Morocco,103.7,39.4,50.5,39.4,34.6,14.5,36.8,68.1,86.1,2019/2
644,65,Ukraine,103.3,33.1,51.0,51.1,30.9,13.4,38.4,65.5,70.7,2019/2
645,66,Indonesia,101.9,31.0,53.7,61.9,36.9,15.0,43.5,64.4,63.8,2019/2
646,67,China,99.9,63.9,63.3,64.2,40.5,30.3,41.6,81.2,78.9,2019/2
647,68,Hong Kong,99.6,66.8,81.9,66.9,79.2,49.4,41.1,67.3,83.6,2019/2
648,69,Sri Lanka,89.5,25.6,59.9,73.0,33.0,29.6,55.5,58.4,59.1,2019/2
649,70,Philippines,88.2,27.2,58.9,66.4,37.0,23.6,43.9,74.5,60.8,2019/2
650,71,Peru,88.1,37.4,35.4,56.3,38.8,14.8,49.2,84.6,97.7,2019/2
651,72,Kazakhstan,85.9,38.7,35.8,50.2,30.1,11.7,31.6,75.4,39.8,2019/2
652,73,Egypt,85.4,23.3,51.5,44.8,29.1,13.6,48.3,86.3,92.0,2019/2
653,74,Vietnam,85.1,30.2,51.8,55.2,38.2,22.6,29.6,86.3,71.2,2019/2
654,75,Iran,75.2,25.9,51.0,51.9,41.4,24.9,48.0,78.0,71.0,2019/2
655,76,Kenya,73.1,29.3,37.6,55.0,39.3,31.3,56.1,74.0,99.8,2019/2
656,77,Bangladesh,69.3,37.2,35.0,42.5,32.6,12.9,57.1,88.8,71.3,2019/2
657,1,Denmark,192.7,100.9,74.9,80.0,83.0,7.5,28.8,21.3,81.8,2020
658,2,Switzerland,192.0,119.5,78.4,72.4,122.4,8.7,29.1,22.4,79.2,2020
659,3,Finland,190.2,99.9,76.7,75.8,70.3,8.3,29.9,11.5,58.9,2020
660,4,Australia,186.2,107.3,58.6,77.4,73.5,7.5,34.7,23.5,92.7,2020
661,5,Netherlands,183.7,90.7,72.4,74.6,73.7,7.5,29.4,27.4,87.6,2020
662,6,Austria,182.5,82.4,76.3,78.7,70.4,10.9,26.3,22.2,77.3,2020
663,7,Iceland,181.7,79.4,76.6,65.9,100.5,6.7,20.1,16.2,68.8,2020
664,8,New Zealand,181.0,92.7,59.1,73.8,72.5,8.5,31.1,23.4,95.5,2020
665,9,Germany,179.8,102.4,65.2,73.3,65.3,9.4,31.0,29.0,83.0,2020
666,10,Estonia,177.8,71.3,76.9,72.7,50.9,9.1,24.5,19.8,64.3,2020
667,11,Sweden,175.9,101.7,52.9,69.2,69.8,9.3,30.5,18.1,74.0,2020
668,12,Norway,175.2,88.4,64.6,74.4,101.4,8.8,27.0,20.3,71.4,2020
669,13,Slovenia,172.2,66.3,78.9,64.6,53.4,10.5,27.3,24.1,77.6,2020
670,14,United States,172.1,109.5,52.8,69.3,71.1,3.5,32.9,36.9,77.5,2020
671,15,Spain,169.8,72.0,68.0,78.9,53.8,9.4,29.1,40.0,94.2,2020
672,16,Japan,168.0,87.3,79.3,81.1,83.3,13.0,39.2,39.6,84.8,2020
673,17,Oman,167.1,81.0,79.2,58.2,49.3,9.1,22.8,37.7,67.2,2020
674,18,Canada,163.5,95.1,60.3,71.6,67.6,8.0,33.9,27.8,50.6,2020
675,19,Portugal,162.9,49.4,70.4,71.9,49.5,12.7,30.0,30.9,97.3,2020
676,20,United Kingdom,162.7,91.7,56.3,74.5,67.3,10.1,34.5,40.6,87.6,2020
677,21,Qatar,162.3,111.7,88.1,73.3,64.0,5.8,29.7,61.1,36.0,2020
678,22,Lithuania,159.4,57.8,66.9,69.5,44.3,10.9,26.1,28.8,67.8,2020
679,23,Croatia,159.0,50.4,75.3,62.7,49.7,13.7,29.1,30.5,89.0,2020
680,24,United Arab Emirates,156.7,91.6,84.3,67.0,62.0,5.3,36.8,51.2,45.2,2020
681,25,Czech Republic,156.2,62.8,74.5,74.6,46.1,15.4,29.7,40.2,77.1,2020
682,26,France,153.9,80.4,53.2,80.0,74.1,13.0,34.8,43.6,90.2,2020
683,27,Ireland,153.5,80.9,54.6,51.9,75.9,7.5,37.7,34.0,89.1,2020
684,28,Belgium,153.5,86.3,56.0,74.3,71.8,6.9,36.1,52.9,86.0,2020
685,29,Slovakia,152.5,56.9,70.8,60.0,44.5,10.2,29.1,39.7,78.1,2020
686,30,Saudi Arabia,150.6,100.0,73.8,59.1,48.3,2.8,28.6,65.1,46.0,2020
687,31,Latvia,150.0,52.5,63.0,62.9,47.9,8.8,32.9,33.7,74.7,2020
688,32,Israel,149.9,78.1,70.4,73.3,81.2,12.8,35.9,57.2,93.8,2020
689,33,Cyprus,147.9,57.4,70.0,51.8,57.9,8.2,24.0,53.6,92.8,2020
690,34,Singapore,144.4,89.0,69.4,70.8,81.1,22.3,41.3,33.5,57.5,2020
691,35,Taiwan,143.2,65.7,84.3,86.7,61.4,23.7,31.9,63.4,84.4,2020
692,36,Poland,141.8,59.6,71.5,61.0,40.0,11.4,31.7,54.5,76.1,2020
693,37,Italy,140.8,65.6,55.7,66.6,67.3,9.7,34.4,55.6,92.3,2020
694,38,South Korea,139.0,85.2,72.0,82.0,78.2,17.4,39.6,62.5,68.4,2020
695,39,Belarus,134.8,37.0,75.0,59.0,34.7,14.6,30.7,43.6,64.4,2020
696,40,Greece,133.1,43.7,59.7,56.2,55.7,10.6,33.8,52.5,94.2,2020
697,41,Romania,132.4,48.9,72.4,55.1,35.3,11.3,34.7,58.4,77.6,2020
698,42,South Africa,132.0,73.6,22.5,64.1,42.9,3.9,39.4,57.3,95.3,2020
699,43,Bulgaria,129.8,49.4,61.5,55.4,36.7,8.5,29.4,65.3,82.8,2020
700,44,Hungary,128.2,47.6,64.9,47.8,40.9,14.8,35.8,48.3,79.5,2020
701,45,Turkey,127.1,40.8,60.5,69.8,34.7,7.8,44.6,67.4,93.3,2020
702,46,Uruguay,126.0,37.5,46.2,66.3,51.0,16.3,39.9,44.8,98.0,2020
703,47,Ecuador,125.1,36.1,49.1,70.6,41.0,12.7,37.5,57.0,94.5,2020
704,48,Bosnia And Herzegovina,121.9,41.8,57.0,52.3,36.0,12.6,26.7,62.3,80.5,2020
705,49,Chile,119.8,42.5,54.8,65.4,43.6,14.9,35.4,65.8,90.2,2020
706,50,Mexico,118.5,41.8,46.0,70.1,35.7,10.7,39.4,66.1,86.3,2020
707,51,Malaysia,118.4,64.5,41.2,68.1,39.1,9.9,37.0,63.2,57.9,2020
708,52,Serbia,116.3,36.7,62.6,51.3,35.7,18.9,30.4,60.3,83.2,2020
709,53,Georgia,115.9,24.9,79.8,51.2,28.5,14.2,36.0,71.1,84.2,2020
710,54,Kuwait,115.8,85.6,65.2,56.2,50.4,12.3,34.4,68.7,20.2,2020
711,55,Argentina,115.3,47.2,38.2,69.3,33.0,24.5,43.1,50.7,98.3,2020
712,56,Jordan,112.4,34.9,59.2,64.6,53.7,8.4,42.0,77.8,89.0,2020
713,57,North Macedonia,110.5,37.2,61.3,56.4,31.6,12.6,27.6,80.2,76.3,2020
714,58,India,108.6,54.3,56.7,67.1,24.6,11.4,47.0,78.9,64.9,2020
715,59,Panama,108.4,34.2,52.8,59.9,54.2,12.6,36.5,63.1,67.8,2020
716,60,Lebanon,106.6,44.5,56.6,64.4,60.5,13.2,37.4,88.4,94.7,2020
717,61,Colombia,105.8,31.1,45.2,67.2,30.7,19.7,47.5,62.8,96.7,2020
718,62,Brazil,105.6,32.8,31.1,56.3,40.2,16.4,41.7,55.0,97.2,2020
719,63,Morocco,105.5,35.2,51.3,45.7,34.3,14.2,36.9,70.6,91.7,2020
720,64,Pakistan,105.4,30.6,55.9,60.6,22.0,12.0,38.6,74.3,71.9,2020
721,65,Ukraine,104.8,31.8,51.1,52.3,33.2,12.2,38.7,65.1,71.4,2020
722,66,China,102.8,60.9,68.2,64.5,40.0,29.1,41.8,80.8,79.2,2020
723,67,Russia,102.3,38.9,58.9,57.6,39.2,10.8,45.3,62.8,40.4,2020
724,68,Thailand,101.9,35.5,59.5,77.9,49.8,22.3,38.2,75.1,69.4,2020
725,69,Hong Kong,99.1,65.3,79.3,66.1,77.2,47.5,41.5,67.7,83.6,2020
726,70,Indonesia,97.5,25.1,54.2,60.5,37.3,18.9,43.1,66.6,74.1,2020
727,71,Kazakhstan,88.3,38.4,38.0,50.7,30.6,10.9,31.1,75.1,39.8,2020
728,72,Vietnam,87.5,28.1,54.7,57.7,38.3,21.4,30.2,86.5,71.2,2020
729,73,Egypt,86.5,22.4,53.1,45.8,29.5,13.0,49.8,85.6,92.0,2020
730,74,Peru,85.5,34.0,31.8,56.2,38.7,15.0,48.3,84.1,97.7,2020
731,75,Philippines,85.4,23.5,57.8,67.5,37.6,24.6,44.6,74.3,60.8,2020
732,76,Sri Lanka,85.2,24.5,59.8,72.5,31.6,31.1,59.0,59.1,59.1,2020
733,77,Iran,74.1,22.7,50.7,51.7,39.0,25.1,48.0,77.4,71.0,2020
734,78,Kenya,70.6,27.3,38.3,55.6,40.2,31.6,56.7,76.6,99.8,2020
735,79,Bangladesh,70.0,33.2,36.1,42.8,32.3,13.1,56.7,86.2,71.3,2020
736,80,Nigeria,55.7,13.5,36.2,51.6,31.0,16.7,61.1,87.6,60.8,2020
737,1,Denmark,192.5,101.3,73.9,80.2,85.0,7.0,28.9,21.5,81.8,2020/2
738,2,Switzerland,190.9,114.8,78.4,73.1,125.7,8.5,28.9,21.9,80.0,2020/2
739,3,Finland,186.4,93.9,74.5,76.0,72.7,8.7,29.4,11.8,59.2,2020/2
740,4,Australia,185.0,103.4,58.3,77.8,75.9,7.4,35.0,23.2,94.2,2020/2
741,5,Netherlands,184.2,86.8,72.9,75.7,74.6,7.5,28.2,26.1,87.5,2020/2
742,6,Austria,181.7,79.4,75.6,78.6,71.8,10.8,25.8,21.6,78.2,2020/2
743,7,Iceland,180.7,74.8,76.3,65.6,90.2,6.6,20.1,16.2,68.8,2020/2
744,8,New Zealand,178.2,87.2,57.8,73.8,71.8,8.7,30.8,23.5,95.5,2020/2
745,9,Germany,177.3,97.4,64.9,73.4,66.3,9.3,31.4,29.3,83.2,2020/2
746,10,Estonia,176.0,66.1,76.4,72.5,52.9,8.8,24.6,19.0,64.3,2020/2
747,11,Norway,174.5,83.4,65.4,74.5,96.8,8.7,26.6,20.1,71.4,2020/2
748,12,Oman,173.1,87.3,79.4,58.8,49.4,6.1,22.8,37.5,67.2,2020/2
749,13,Sweden,172.2,94.0,52.6,69.2,72.3,9.0,30.3,19.0,74.0,2020/2
750,14,Slovenia,169.8,60.6,79.1,65.2,55.2,11.1,27.2,23.5,77.6,2020/2
751,15,United States,169.8,108.3,52.3,69.2,72.5,3.7,33.0,38.2,76.7,2020/2
752,16,Spain,167.1,67.7,67.7,78.7,55.3,9.5,29.4,40.4,94.0,2020/2
753,17,Japan,163.2,78.9,78.3,80.2,86.2,13.3,39.4,39.3,84.8,2020/2
754,18,Portugal,162.5,47.1,70.2,71.9,49.5,12.5,30.1,30.4,97.7,2020/2
755,19,United Kingdom,161.2,87.0,55.5,74.9,65.7,9.6,34.5,40.6,87.8,2020/2
756,20,Lithuania,159.8,55.6,66.1,70.5,44.9,11.1,25.7,27.9,69.9,2020/2
757,21,Canada,158.9,83.2,59.4,71.8,66.2,8.2,33.8,28.0,52.7,2020/2
758,22,Qatar,156.9,99.8,88.1,73.0,67.5,6.0,30.5,60.4,36.0,2020/2
759,23,Croatia,156.8,43.3,75.3,63.8,56.3,13.9,28.1,30.1,89.9,2020/2
760,24,United Arab Emirates,155.4,86.1,84.6,67.9,63.0,5.1,36.6,50.7,45.2,2020/2
761,25,Czech Republic,154.7,59.3,74.6,75.2,45.1,16.4,29.7,39.5,77.1,2020/2
762,26,France,150.7,76.2,52.6,80.7,76.3,14.1,35.0,43.6,89.8,2020/2
763,27,Ireland,150.2,74.6,54.3,52.3,78.1,7.7,38.1,34.3,89.1,2020/2
764,28,Slovakia,149.9,53.4,70.2,60.2,46.8,11.0,28.6,40.0,78.1,2020/2
765,29,Belgium,149.7,80.1,54.7,74.8,73.6,6.9,36.4,53.7,86.0,2020/2
766,30,Saudi Arabia,148.9,93.8,73.3,60.4,49.1,2.7,28.4,64.3,46.0,2020/2
767,31,Latvia,148.7,49.5,62.6,62.1,49.2,8.7,31.6,34.1,74.7,2020/2
768,32,Israel,146.9,73.9,69.6,73.4,82.5,13.5,36.1,57.5,93.8,2020/2
769,33,Cyprus,146.9,56.8,68.4,52.5,59.9,7.5,23.6,55.1,92.8,2020/2
770,34,Singapore,142.2,82.6,68.5,71.0,81.1,21.7,41.2,33.3,57.5,2020/2
771,35,Taiwan,140.5,61.4,84.7,86.4,61.9,24.2,31.5,63.1,81.6,2020/2
772,36,Italy,139.0,61.8,55.8,67.0,69.0,9.8,34.3,55.7,91.6,2020/2
773,37,South Korea,136.3,81.7,72.7,82.3,75.9,19.4,39.9,62.2,68.4,2020/2
774,38,Belarus,133.5,33.7,75.0,60.0,32.6,15.5,30.2,43.6,64.4,2020/2
775,39,South Africa,132.4,73.5,22.7,64.2,37.5,4.2,39.4,57.1,95.3,2020/2
776,40,Romania,131.7,46.7,72.2,55.5,36.2,11.0,34.7,58.8,77.7,2020/2
777,41,Greece,131.5,40.8,58.7,56.6,57.5,10.7,33.7,52.3,94.2,2020/2
778,42,Puerto Rico,131.0,71.2,35.3,55.6,70.0,3.7,34.2,50.1,71.2,2020/2
779,43,Hungary,128.4,46.3,64.8,48.0,40.1,13.8,35.9,48.7,79.5,2020/2
780,44,Bulgaria,127.1,44.1,61.4,56.2,38.4,9.1,29.4,65.4,82.8,2020/2
781,45,Turkey,126.4,38.0,60.5,70.4,32.4,8.5,44.9,66.2,93.3,2020/2
782,46,Poland,125.2,52.3,66.9,52.0,39.5,13.2,32.2,63.1,76.0,2020/2
783,47,Uruguay,124.8,33.8,47.0,67.4,46.7,17.8,37.7,45.8,98.0,2020/2
784,48,Ecuador,123.1,32.7,47.3,69.5,40.6,12.4,37.1,56.9,94.5,2020/2
785,49,Bosnia And Herzegovina,123.1,41.6,56.4,53.2,36.6,12.2,25.9,61.7,80.5,2020/2
786,50,Mexico,120.6,38.2,46.7,72.1,30.9,10.7,39.2,63.3,86.3,2020/2
787,51,Malaysia,117.4,59.1,41.4,68.9,38.1,10.0,37.1,62.8,59.2,2020/2
788,52,Georgia,116.4,24.8,79.5,52.2,29.7,14.5,35.4,70.6,84.2,2020/2
789,53,Serbia,116.1,36.0,62.3,51.7,37.0,17.9,31.0,61.2,83.2,2020/2
790,54,Kuwait,115.1,79.3,65.4,58.1,49.9,13.1,34.0,66.4,20.2,2020/2
791,55,Argentina,114.2,43.4,37.7,69.2,31.2,24.1,43.0,50.6,98.3,2020/2
792,56,Jordan,114.1,34.7,59.2,65.5,53.4,7.9,41.7,76.8,89.0,2020/2
793,57,Panama,112.0,33.8,53.8,60.4,55.0,11.8,37.1,59.0,67.8,2020/2
794,58,North Macedonia,109.0,33.3,61.4,56.2,33.0,12.4,27.6,80.2,76.3,2020/2
795,59,India,105.9,50.5,55.6,66.2,24.1,11.3,46.8,79.6,64.7,2020/2
796,60,Brazil,105.3,30.4,31.7,56.9,31.0,16.5,41.6,54.7,94.1,2020/2
797,61,Ukraine,105.3,30.9,51.2,52.7,30.0,11.9,38.3,65.1,71.1,2020/2
798,62,Pakistan,105.1,28.4,55.8,60.7,21.0,12.5,37.8,73.5,71.9,2020/2
799,63,China,105.0,60.4,68.8,66.6,39.5,28.4,41.4,79.9,78.2,2020/2
800,64,Morocco,104.9,33.4,51.0,46.3,34.4,13.6,36.0,70.1,88.0,2020/2
801,65,Hong Kong,103.2,67.0,79.1,66.3,77.9,43.5,42.4,67.6,83.6,2020/2
802,66,Azerbaijan,102.7,27.2,67.9,44.6,31.1,16.5,40.0,76.3,91.4,2020/2
803,67,Chile,102.0,35.5,50.4,64.4,45.4,17.9,35.2,79.7,90.2,2020/2
804,68,Colombia,101.7,27.9,45.1,66.8,29.0,19.3,47.2,62.4,86.0,2020/2
805,69,Thailand,101.6,33.0,60.0,78.0,49.0,21.6,38.5,75.3,69.4,2020/2
806,70,Russia,101.6,36.0,59.4,58.0,33.7,11.3,45.0,62.6,39.5,2020/2
807,71,Lebanon,99.6,35.3,55.9,63.6,64.3,14.5,38.6,88.9,94.7,2020/2
808,72,Kazakhstan,98.2,38.3,45.2,60.9,31.0,9.4,33.7,72.1,39.8,2020/2
809,73,Indonesia,91.6,22.2,53.9,60.5,36.9,21.3,43.4,66.9,68.5,2020/2
810,74,Egypt,86.8,21.1,53.4,46.3,29.5,13.4,49.3,84.7,92.0,2020/2
811,75,Vietnam,86.5,27.0,53.5,58.0,38.1,21.9,29.8,86.0,71.2,2020/2
812,76,Peru,85.3,30.7,34.3,56.5,37.6,15.6,48.8,83.3,97.7,2020/2
813,77,Sri Lanka,80.4,21.4,59.8,72.4,32.9,35.0,57.0,60.0,59.1,2020/2
814,78,Philippines,79.2,21.4,57.8,67.5,39.3,29.9,44.6,74.2,61.1,2020/2
815,79,Iran,70.3,21.9,51.1,52.2,38.5,29.8,47.4,76.7,71.0,2020/2
816,80,Kenya,66.6,29.0,38.3,55.6,37.7,36.3,57.0,76.6,99.8,2020/2
817,81,Bangladesh,66.3,27.6,36.2,43.1,33.4,14.3,59.0,85.8,72.9,2020/2
818,82,Nigeria,54.9,11.1,36.7,50.1,29.8,16.2,62.1,86.9,60.8,2020/2
819,1,Switzerland,190.8,111.0,78.7,74.5,131.7,8.4,28.7,20.1,80.0,2021
820,2,Denmark,190.0,94.7,73.3,80.0,91.7,6.7,28.7,20.4,81.8,2021
821,3,Netherlands,183.3,83.9,72.8,75.8,78.6,7.4,27.8,25.3,87.1,2021
822,4,Finland,182.8,89.1,73.0,76.4,77.5,8.6,29.0,11.9,56.6,2021
823,5,Austria,182.4,78.2,74.8,78.4,75.5,10.4,25.7,19.2,77.8,2021
824,6,Australia,181.5,99.3,57.6,77.7,84.1,7.4,35.0,23.5,92.7,2021
825,7,Iceland,179.1,71.9,75.9,65.7,96.8,6.3,20.0,16.2,68.8,2021
826,8,Germany,176.8,93.7,64.6,73.8,70.6,9.1,31.4,27.5,83.0,2021
827,9,New Zealand,175.8,81.4,57.7,73.6,79.1,8.1,30.7,23.8,96.4,2021
828,10,Norway,173.6,79.4,66.6,75.5,106.1,8.5,26.9,18.1,68.7,2021
829,11,Estonia,173.6,61.2,76.6,72.8,56.5,9.1,24.7,19.0,64.3,2021
830,12,Oman,172.1,84.4,79.7,58.4,50.2,5.8,23.0,37.6,67.2,2021
831,13,Sweden,171.4,90.6,52.8,68.8,79.2,8.6,29.9,18.4,74.9,2021
832,14,Slovenia,168.2,56.1,78.2,65.3,59.4,10.9,26.8,22.7,77.6,2021
833,15,United States,167.0,102.6,52.3,69.0,71.9,4.0,32.9,38.9,77.3,2021
834,16,Spain,164.5,62.7,66.9,78.8,59.1,9.6,29.4,39.6,93.2,2021
835,17,Japan,162.3,76.5,78.0,80.7,87.8,13.0,39.9,39.4,85.3,2021
836,18,Portugal,161.9,45.0,70.1,71.9,52.9,12.7,29.6,29.6,97.7,2021
837,19,Lithuania,160.0,54.6,66.2,71.0,47.7,11.0,25.7,27.0,69.9,2021
838,20,Canada,160.0,82.8,58.8,71.8,70.1,7.5,33.7,28.1,56.7,2021
839,21,United Kingdom,159.0,82.6,54.7,74.9,71.0,9.6,34.4,40.2,88.0,2021
840,22,Czech Republic,156.3,56.4,74.7,75.4,49.2,15.5,29.7,36.3,77.1,2021
841,23,Croatia,156.1,43.1,75.1,64.2,56.4,14.2,28.1,30.6,89.7,2021
842,24,United Arab Emirates,156.0,85.7,84.6,68.0,61.7,4.9,36.3,50.4,45.2,2021
843,25,Qatar,154.6,93.1,87.7,73.0,64.2,6.0,30.5,60.2,36.0,2021
844,26,Belgium,150.9,76.5,55.8,75.2,78.5,6.9,36.2,50.3,86.0,2021
845,27,Ireland,150.9,73.8,55.0,52.8,83.1,7.4,37.7,33.6,89.1,2021
846,28,France,150.7,74.1,50.8,81.0,80.6,13.5,34.5,41.8,89.9,2021
847,29,Slovakia,149.7,50.4,70.3,60.9,49.1,11.1,27.8,39.1,78.1,2021
848,30,Latvia,147.6,45.9,62.8,62.2,52.9,8.5,31.2,33.9,74.7,2021
849,31,Saudi Arabia,147.4,88.2,74.1,60.7,49.9,2.6,28.4,64.1,46.0,2021
850,32,Israel,144.1,70.4,68.8,73.8,86.6,13.7,35.8,58.4,93.8,2021
